id,link,question,opa,opb,opc,opd,diagnosis,answer_idx,answer,field,hasImage,image_link,difficulty
733,https://jamanetwork.com/journals/jama/fullarticle/2677996,"A 58-year-old overweight African American man presented with a 5-year history of a slightly pruritic and painful rash of the right lateral area of the neck and right axilla. It was worse during the summers, and blisters sometimes developed. Emollients were unhelpful. The patient was otherwise healthy. His sister had diabetes mellitus and a similar rash in her axillae. The patient performed indoor manual labor as a maintenance engineer and had no significant sun exposure. Physical examination revealed irregularly thickened skin of the right axilla (Figure 1, left) and right lateral area of the neck (Figure 1, right) containing hyperpigmentation, hypopigmentation, multiple acrochordons (skin tags), malodorous crust, and areas of maceration and erosion. Further examination of the skin revealed pseudofolliculitis barbae in the submental and mandibular regions bilaterally. The nails, oral cavity, and mucosal membranes appeared normal. A biopsy of right axillary skin was performed (Figure 2). Left, Rash of right axilla. Right, Rash of right lateral area of the neck with global view and close-up view (inset). Epidermal acantholysis causing separation of keratinocytes into dilapidated brick wall appearance (hematoxylin-eosin, original magnification ×10). What Would You Do Next?",Prescribe topical ketoconazole,Obtain glycated hemoglobin (HbA1C) level,Prescribe a topical corticosteroid and a topical antimicrobial,Consult for surgical excision,,C,Prescribe a topical corticosteroid and a topical antimicrobial,JAMA Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/jama/936922/m_jcg180003f1.png?Expires=1742312382&Signature=2ZuOzx5D0gyIUFXCBxxBqtLeIHyrG3a3TPy0nrcMK0TpdwYyB682HAP-wLUdg9Hv31PSZDAm-YfqAWkRMvenH7hnczGyFa~bd84dAW543vybtJFPBV7ivfadh~W-euqFru~JHlZ7smdwX6x6JaMhKerSSmPp8eGR8pu1CmC~5Pqw2HPmtx0L~q8LC5WpdX4O4P6qCD4N0gRUlARLDzZDCFkoBP5PlirjgSSm1WvqkVf0Sb-rd5XnBYUh5PjPi26BUzvTtwpWhcvWldsy60~foOh7VG4muzwHFXFGYoCheE-O3BAqcQotL-j9Nt2gMhIR~Ff-93eTfLGxoz10GJUDLw__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
734,https://jamanetwork.com/journals/jamadermatology/fullarticle/2672392,"A neonate in her second week of life was brought to our hospital for evaluation of a scalp lesion initially thought to be an open abscess. She was born full term to a primigravid mother, who had an uncomplicated pregnancy. At parturition, the baby presented in occiput posterior position and remained partly crowned for more than 24 hours of maternal labor. Finally, due to failure to progress, the baby was delivered by urgent cesarean delivery. Birth weight was 3.13 kg (15th percentile), head circumference was 31 cm (<1 percentile), and Apgar score was 9 of 9. The baby’s head had a markedly elongate vertex, which the neonatal intensive care unit team diagnosed as cephalohematoma. On day 5 of life, her serum total bilirubin and conjugated bilirubin were 20.5 mg/dL (>95 percentile) and 0.3 mg/dL (to convert to micromoles per liter, multiply by 17.104), respectively. The girl was hospitalized for 1 day of phototherapy before being discharged home weighing 2.95 kg (−5.75%). She was exclusively breastfed. She was admitted to our hospital for evaluation of the scalp. Wound culture samples were sent for analysis, and she was given empirical intravenous clindamycin hydrochloride. Dermatology was consulted. On examination, the baby was alert and healthy appearing, although her sclerae were icteric. The vertex of her scalp was uniformly boggy, soft, and edematous, extending beyond suture lines, consistent with a diagnosis of caput succedaneum. On the right occiput, there was a mat of hair and thick serosanguineous crust adhering to the scalp (Figure 1A). Beneath the mat and extending laterally in both directions was a deep, 8 × 1-cm, trenchlike ulcer with no drainage (Figure 1B). It was nontender to palpation. A, Serosanguineous crust adhering to occipital scalp of a neonate. Prior to removing this crust it was being treated as an open ulcer. B, Trenchlike linear ulcer revealed after removal of the crust. It was 8 × 1 cm in size, was nontender to palpation, and did not appear to be infected. What Is Your Diagnosis?",Aplasia cutis congenita,Cellulitis and abscess associated with neonatal group B streptococcal infection,Epidermolysis bullosa,Halo scalp ring (pressure necrosis),,D,Halo scalp ring (pressure necrosis),JAMA Dermatology Clinicopathological Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/derm/936924/m_dcg170025f1.png?Expires=1742322011&Signature=LRZPjN9FYCWqYEAx9AAVBIHGR1B9ZBqK1JxDmki7MRlMHW40l6znjeMUnCzW1qr7l480Dk1nkXSHdBS4gvv1Id~sK5BBfUtzcK82eFlOO2eNToeZMqX2Wbb6GLnunzpD4J4mtBuf3G1hqeIuhZkDuHdewJpUfV1GofQlCHCeQYunOVHzk7Y9F70dJY9wiC5eb1UphfgPQE9oytACHhlrU-XWXu-XF4U10J~T2irLeipE4BFDU6gonNJheQHs2bHe4s9CvdQe9pYNYKAS65m7dPm1988sTmwahzKyFY1dS7rjJyiBi4oBufohoUBGEZ1m-lLbVkQLOKowuNVMCB-8Ag__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
735,https://jamanetwork.com/journals/jamadermatology/fullarticle/2664341,"A man in his 20s with panhypopituitarism, septo-optic dysplasia, developmental delay, duodenal stricture, and a history of pancreatitis presented with a painful eruption on his bilateral lower legs. The patient was well until 2 days prior to hospitalization when he developed bilateral lower extremity edema. The day prior to admission, he developed painful pink lesions on both legs. He had not applied any topical medications to his legs or had recent exposure to hot tubs or fish tanks at the home. He had a history of keratosis pilaris on the lower legs and was otherwise well with no fevers, recent upper respiratory infections, abdominal pain, vomiting, or diarrhea. Physical examination showed a man in no apparent distress. On the bilateral anterior legs were scattered tender, pink to purple nodules, and plaques (Figure, A). There was also a background of pinpoint folliculocentric papules on leg and thighs consistent with keratosis pilaris. There was 2+ pitting edema of the lower extremities. A punch biopsy specimen was obtained for histopathology and microbiology cultures (Figure, B-D). Routine complete blood cell count and complete metabolic panel had results within normal limits. A, Clinical photograph shows scattered pink to purple nodules and plaques on the bilateral lower extremities. B, C, and D, Histopathologic images of a biopsy specimen (hematoxylin-eosin). B, Subcutaneous tissue with superficial and deep, dermal and perivascular inflammation, fibrosis, and fat necrosis. C, Lobular panniculitis. D, Dense neutrophilic infiltration of subcutaneous fat associated with fat necrosis and deposition of granular basophilic material (arrowhead). What Is Your Diagnosis?",Erythema nodosum,Pancreatic panniculitis,Alpha-1-antitrypsin deficiency panniculitis,Polyarteritis nodosa,,B,Pancreatic panniculitis,JAMA Dermatology Clinicopathological Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/derm/936924/m_dcg170026f1.png?Expires=1742322014&Signature=Q6zTMYCBbjupeugggrO2MuDzM6huoz5X878X0z65I5OP~xOGqT-n~MGhKpwz8r7x9fl7rtqUNOJUjWwLKs8~oNAiFykQeWgnED4qxkel5tZ1Z632J8lPFgh9P-EZvPetT9u0nnjJNgCM-UPC7qxjaP4GoCR-~Lo2vCIWAQrJ2kt4rBoJOKEYolSaH4yXK8seopTGm~a2ZbcHXpA2NPt6lEDHJQ3uzPOwyNoZpR0gBUjJI9xbA1D2GC8j5xk4haOw30VJydW0oaK~9ahKbQ1NmpLi187~r6G25ugLAybH0oWqE~xXRoRq6auxIDbWm4jKlEKc~QY3MN3pYUhZgIUOUQ__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
736,https://jamanetwork.com/journals/jamadermatology/fullarticle/2665394,"A woman in her 60s presented with numerous whitish papules on the back of more than 10 years’ duration. The lesions previously resolved with topical corticosteroids but flared soon after treatment discontinuation. Some papules became pruritic and extended to the waist and anterior trunk in the past month. No family history of similar lesions was recorded. Physical examination revealed multiple hypopigmented, flat-topped papules on the back, waist, and inframammary area without genital involvement (Figure, A). Most lesions were folliculocentric under close inspection. Dermoscopy revealed central keratin plugs and some foci of structureless, whitish, and homogenous areas with surrounding erythema (Figure, B). The results of laboratory tests for antinuclear antibody and hyperglobulinemia were negative. A biopsy specimen was obtained from the back for histologic analysis (Figure, C). A, Multiple hypopigmented, atrophic, keratotic, and folliculocentric papules are seen on the trunk. B, Dermascopic findings included 2 foci of central keratin plugs and another ill-defined, whitish, and homogenous area with surrounding erythema. Scale bar corresponds to 1 mm. C, Histopathologic examination of a biopsy specimen (hematoxylin-eosin, original magnification ×100). What Is Your Diagnosis?",Lichen amyloidosis,Folliculocentric lichen sclerosus et atrophicus,Guttate vitiligo,Eruptive tumors of the follicular infundibulum,,B,Folliculocentric lichen sclerosus et atrophicus,JAMA Dermatology Clinicopathological Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/derm/936924/m_dcg170027f1.png?Expires=1742318344&Signature=sHYwrHL80GrFmZd8zKEETlPh1-9d9mDL8mbZ8OY7Uo06iWGpe~I5qHFIkWg7aVZf9OeFp~~PrYf9qPBP6fz5i5G4Xgnbo35KTNPl5o7KREacU69vSaM~tPWroK8hT6qTzaswT6rhdF7~Fm3VFGBGpdojBfJpQeCxXiI2HWyffaOkejBjIIzGmEBIz~BWw2yjtqtMbYT7UFRKQ5rIoKHuEJsbr3XEsP85LxE0vYggpMaWqRRKgfI1O0JysQFenvBqrRvgpERP8m9nVTOsf2TX1IPLci~Q-PybDyJyJeDRz5KzYkRmdzqemMb36q-ZpDp6krlEvFkA19NeXPa4F-zN2A__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
737,https://jamanetwork.com/journals/jamapediatrics/fullarticle/2672039,"An 8-month-old boy born full term presented to dermatology for evaluation of a bump on his neck that was present from birth (Figure). The parent noted that clear fluid drained from this bump when the patient ate. In addition, the parent reported that, at birth, the patient failed multiple hearing tests and that he had small kidneys. The patient was asymptomatic. Upon physical examination, the patient was noted to have a preauricular sinus and ear pit as well as a skin-colored papule on the antitragus of the right ear. He also had a pedunculated, skin-colored papule on the right lateral neck. Photograph of infant’s lateral neck depicting skin-colored papule with clear drainage. What Is Your Diagnosis?",Alport syndrome,Branchio-oto-renal syndrome,Goldenhar syndrome (oculoauriculovertebral spectrum),Papillorenal syndrome,,B,Branchio-oto-renal syndrome,JAMA Pediatrics Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/peds/936833/m_pcg170011f1.png?Expires=1742322018&Signature=zShyF1hvCyBwO1cFGaiuDIqeUiJ9apVLkMrKdoQpqMRhcTevC1dAd2wpwt6L3eza4PCe-vrcp02z3W8LGqd24lH3tErY6ZlFcjuftTRPGPmuaPNl6rLmsKOk9qi~PHVx2XqFrSdp5eKzSuCpIRynotpcOXsZVodef70UiepUTM6pshZ0RkbNC7c2rmS-3V1vzkdlkqQItuPL6qD~LGLgJd4wC0pBlBiqcPLrzps~rOr0smkZJ7mtbQX3pDwaRUlTHCAvzxt0SUWmJasvUoDZbuenfFlPLGQgTaRM9B0-x52J40UriWcg1Or6UOzuCMVn09pZ6GJPKX66qDl6-iMsKg__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
738,https://jamanetwork.com/journals/jamasurgery/fullarticle/2671388,"A 78-year-old man with a history of deep vein thrombosis and pulmonary embolism who had been taking warfarin for the last 20 years presented with 1 day of severe abdominal pain, which began after eating dinner. The pain had no associated nausea, vomiting, or obstipation. On examination, he was afebrile and had a normal heart rate but was notably hypotensive. He was given 2 L of crystalloid, and his blood pressure responded appropriately. His physical examination showed an abdomen that was soft but diffusely tender without rebound or guarding. He had a well-healed appendectomy scar. Blood testing revealed an elevated creatinine level of 1.7 mg/dL (to convert to micromoles per liter, multiply by 88.4), an elevated lactate level of 29.7 mg/dL (to convert to micromoles per liter, multiply by 0.111), an international normalized ratio of 4.6, a lowered hemoglobin level of 10.7 g/dL (to convert to grams per liter, multiply by 10), and a lowered hematocrit level of 27.2%; all other results were unremarkable. Given his coagulopathy, low hematocrit level, and abdominal pain, a computed tomography angiogram was performed to rule out bleeding (Figure 1). A, Axial cross-section computed tomography without contrast of the abdomen and pelvis revealed gallstones in the neck of the gallbladder, high-density material within the lumen, and free intraperitoneal fluid. B, Axial cross-section computed tomography with intravenous contrast was significant for a blush of contrast within the lumen of the gallbladder and surrounding hyperemia of the liver at the gallbladder fossa. What Is Your Diagnosis?",Anaphylactic shock secondary to ruptured echinococcal cyst,Hemorrhagic shock secondary to perforated hemorrhagic calculous cholecystitis,Hemorrhagic shock secondary to spontaneous intra-abdominal hemorrhage,Septic shock secondary to perforated cholecystitis,,B,Hemorrhagic shock secondary to perforated hemorrhagic calculous cholecystitis,JAMA Surgery Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/surg/936934/m_scg170022f1.png?Expires=1742307212&Signature=hfYVekqFQG6rXglq2~jKKcfNgK3CMyb-bbbqDt1LMMr8vLhEUXda4gCdSlqPwBKImsmiimBNtiVkg8wb-TY7YCc6OOzZ~dt6VKop4Qm6gHy982qU6lDrB19HyWzLrNUj2xfxb6bK0xPUxozgr-gNJUquGhzkaKZohcmKNokrzvUAn87I1MP~9eBgCWC373Wf1OJp~onLFgudDw6QFsEp014hsSu0RWbdBcBH4SAY1KN~5D2tPo~spe2krKChV-27K4V2yEBOO08tssiP9dTIaxu9Cfc8B0M1JSnkbLCQbHy995RlKAB9HmP7QthjcbgIIOuzKV28ai4ctNwt~iyHPw__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
739,https://jamanetwork.com/journals/jamasurgery/fullarticle/2673184,"A 71-year-old man with a history of coronary artery bypass graft using the left internal mammary artery (LIMA) to the left anterior descending (LAD) in 1997 presented with frequent ventricular tachycardia on routine pacemaker interrogation. He reported dyspnea on exertion and left leg claudication at 23 m. At rest, his blood pressure was 146/65 mm Hg measured on the right arm and 85/50 mm Hg on the left arm. Physical examination was notable for a diminished left radial pulse. In 2014, he experienced angina that resolved following placement of a drug-eluting stent in his LAD. Coronary angiography via the left femoral artery is displayed in theFigure. What Is Your Diagnosis?",Normal coronary angiography,Coronary steal syndrome,Subclavian steal syndrome,Subclavian stenosis,,B,Coronary steal syndrome,JAMA Surgery Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/surg/936934/m_scg170023f1.png?Expires=1742322026&Signature=agnIJ3V8DE3Gc5jDtM5UURfXTNG9JD5g0Fof3oL0CuHQST5GZbsVhky7wVkn7vGYAbVzsOYTiHMb3BFmR5GvF~xAZFskmzo2e2l27zWy94WAY6xllEVoqTeUxxuWgGIaS0bJ~xDa-G9vdkdTVNJOmsO65qEP3a0WgAKRdaY0tlyjVhRaC15fRE6UMEyz1zb9QlA80JzXEn-U64D4Q8txZh-nEOJJKLw~U3keTxasBC7IaBZf1cLxJ9w3PWoEDzUiIX7q2FrzODl8J~OrR2XyBh4v8RYEYrDr6eL9YCSo2VS7-IEZT3TNJBPkJRBFpCytXKonJOtMwq0kZ4eipROi9Q__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
740,https://jamanetwork.com/journals/jamaophthalmology/fullarticle/2666580,"A man in his early 70s with 2 months of progressive dimming of his vision was referred for evaluation. He initially presented to his primary care physician reporting unintentional weight loss, fevers, and subacute visual decline. Subsequent ophthalmic examination revealed mild anterior and posterior inflammation, raising suspicion for panuveitis. Results of laboratory tests for sarcoidosis, Lyme disease, and syphilis were negative. However, a right upper lobe lung mass noted on the chest radiograph proved to be T2N2M0 stage III non–small-cell lung cancer on biopsy. On presentation to us, the patient’s visual acuity was 20/150 OD and 20/200 OS, but improved to 20/70 OU with pinhole. He was pseudophakic with bilateral mild anterior chamber inflammation, moderate vitreous haze, and inferior vitreous condensations. The posterior pole demonstrated bilateral diffuse retinal pigment epithelial alterations with a prominent leopard spot pattern and focal choroidal pigmented lesions. Macular subretinal fluid tracked to the inferior periphery in both eyes (Figure 1A). Optical coherence tomography confirmed bilateral subretinal fluid and retinal pigment epithelial irregularity (Figure 1B); nummular hypoautofluorescent lesions were interspersed within areas of hyperautofluorescence on autofluorescence imaging. The optic disc and peripheral vasculature leaked on fluorescein angiography. B-scan ultrasonography also showed diffuse choroidal thickening with focal choroidal thickening consistent with the pigmented choroidal lesions. Ultrasonographic biomicroscopy revealed ciliary cysts associated with anterior thickening of both ciliary bodies. A, Optos photograph of the left eye demonstrating diffuse retinal pigment epithelial alterations in a leopard spot pattern (white arrowhead) and focal choroidal pigmented lesions, as well as subretinal fluid that tracks to the inferior periphery. B, Optical coherence tomography (OCT) of the macula of the left eye demonstrating subretinal fluid (asterisk) with areas of retinal pigment epithelium loss (yellow arrowhead) and irregular thickening (white arrowhead). What Would You Do Next?",Choroidal biopsy of the right eye lesion,Pars plana vitrectomy with drainage of subretinal fluid,Refer for serial plasmapheresis,Bilateral external-beam radiotherapy,,C,Refer for serial plasmapheresis,JAMA Ophthalmology Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/ophth/936879/m_ecg170026f1.png?Expires=1742322029&Signature=jFpFcNila679wd5xD0VRL1un7uiReO9KhYJrb8iCL04DzN~gycIeP2uDG3iiVI6N-oDiaH5WxhhineZfoWSumAh8trcxH-6jeCwzkyi0jjTMDKswBckdJoITZrZDr1r5DYdyvGu7Xn2ahKxP4cDo~HYBjVLgC7rxXgbYcesFg6kBZ-MQZNfhvp~DnyLy2LKl3xO6ptUcs6A7s8lMFY~hS7vXgnmXIOdJerZl3KnoTFEknDMjnxWUaJagBLynx6kiArQyCFHqnHdHvxD9atw2xLTIlexUrHgYpcR-ik9P5TWUgJZBTmPql8FzlnVQRhVtgQIydv~uawgDkMUg9uIw-Q__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
741,https://jamanetwork.com/journals/jamaophthalmology/fullarticle/2666805,"A 25-year-old man with a history of rheumatoid arthritis currently taking oral methotrexate, 25 mg per week, presented with a lesion of the left bulbar conjunctiva of about 1 month’s duration. He had no other symptoms other than occasionally noticing a sensation of a foreign body in that eye and denied any changes in his vision. He had no history of contact lens use, ocular trauma, or ocular surgery. His only other medications were oral vitamin D and folic acid. He was initially treated with topical antibiotics followed by a course of oral sulindac, 200 mg twice daily, without any improvement. On examination, his visual acuity was 20/20 OD and 20/25 OS. Intraocular pressure was 16 mm Hg OD and 23 mm Hg OS. The lesion measured 6.5 × 2.5 mm and was firm, nonvascular, slightly mobile, and located on the superotemporal portion of the bulbar conjunctiva (Figure 1). It was purulent in appearance, but no material was expressed with attempted incision and drainage at the slitlamp. A culture was positive only forPropionibacterium acnes. Tests for herpes simplex, cytomegalovirus, and Epstein-Barr virus polymerase chain reactions were negative. External slitlamp photograph showing conjunctival lesion at presentation. What Would You Do Next?",Initiate oral colchicine therapy,Observe with serial examinations,Perform excisional biopsy,Perform intralesional dexamethasone injection,,C,Perform excisional biopsy,JAMA Ophthalmology Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/ophth/936879/m_ecg170029f1.png?Expires=1742322032&Signature=UiN3TI~kfkyo4sPPjDR6G8Hji3RPHWJOyCTkMK-zvTrdYbf9hNcG~IrCuvVdvnzNa2u-aFOZnyfFbiVv7Wsru9Oya1Oz3ROS~CfcSe8f~hjPnLkgfs1OILLM68m9bgZiy9eQFbbyGN1r4LP3cVFQy763mU73KKdnbQ-NrZZHeirLT-0jQZsRP1HW-S~5Olsup9cfXoGSPwCnWSBHmtcAjtFrIVf59r3g05K2fshV4ZfZ1r080vZ1MDdVIaswkqxH7gF-0fGQAsZ~ySLxOk03M6VcpviQH81hC1txg6v25YQjcLsUBymCyU0UcPs~06ZcZLFv~ZbovitdzHUGBGzmDg__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
742,https://jamanetwork.com/journals/jamaophthalmology/fullarticle/2666824,"A female patient with a history of premature birth (24 weeks’ gestational age, 538 g) and zone I, stage 3 retinopathy of prematurity (ROP) with plus disease treated with a single injection of 0.625 mg of intravitreal bevacizumab in each eye presented for routine examination at 2 years of age. Examination with the patient under anesthesia with fluorescein angiography (Figure 1) revealed significant peripheral retinal avascularity, circumferential vascular loops at the border of vascular and avascular retina, and arteriovenous anastomoses in both eyes. There was no evidence of retinal neovascularization or recurrence of ROP. Fluorescein angiography 2 years after intravitreal bevacizumab treatment for retinopathy of prematurity (ROP) shows sparse retinal vasculature with peripheral retinal avascularity (white arrowheads) and arteriovenous anastomoses (yellow arrowhead) without evidence of neovascularization or recurrent ROP. What Would You Do Next?",Observe or perform laser photocoagulation to areas of peripheral retinal nonperfusion,Administer intravitreal anti–vascular endothelial growth factor therapy again,Administer combined intravitreal anti–vascular endothelial growth factor therapy and laser photocoagulation to areas of nonperfusion,Perform pars plana vitrectomy,,A,Observe or perform laser photocoagulation to areas of peripheral retinal nonperfusion,JAMA Ophthalmology Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/ophth/936879/m_ecg170028f1.png?Expires=1742322035&Signature=GAo9tyKWeI00uTHddkij3E27fYSAabQl~2eG3-5ji-I0~FgBoJMIcgu5ULyWPBZNOaeqr67h97AunoU893w5GxsBhjR-zyFujNfikg6ZQRiFC9ukCkQOnDNWicQI8WD8nj-4hT7OEJIxpom5xSsOQvXG9W7xTQFGXa4mnP6gRuscIVyIb3DZ4canK7859L-RKuDCv~Lj9bSe40qtAWx4iP8Pyc0yPlcPI3owxGSGgjcQL~E-1Q1cYdCz4yZVv0eGsT7VMU-6FJ6bcbxbsj8AuApbkxyBKDvuH0j8-jQYyxnrv9lPZj~HX~XvH4cQM3g9jSEt4W1fsO5-oBlH0q8bYg__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
743,https://jamanetwork.com/journals/jamaophthalmology/fullarticle/2667546,"A woman in her late 50s was referred to the neuro-ophthalmology clinic for evaluation of a 7-month history of recurrent, transient vision loss in the right eye. She reported 5 episodes, each lasting a few minutes and all occurring on awakening. Further inquiry revealed that symptoms always developed after using her electronic reader tablet in dim lighting while lying on her left side. Notably, the patient reported immediate resolution of vision loss on turning on the lights. She denied headaches, visual aura, or neurologic symptoms. Her other medical history was unremarkable. Six months prior to presentation, workup at her local hospital for the transient vision loss revealed an enhancing right orbital mass on magnetic resonance imaging (Figure, A). Carotid ultrasonography and head magnetic resonance angiography showed no abnormalities. Inflammatory marker levels were normal. Magnetic resonance imaging 3 months later showed a stable mass without change in size or appearance. A, T1-weighted magnetic resonance image (MRI) of the orbit with contrast shows a well-circumscribed, enhancing soft-tissue lesion in the right orbit superomedially (arrowhead). B, Computed tomographic (CT) scan of the orbit with contrast shows the mass (arrowhead); no change noted on Valsalva maneuver. On examination, visual acuity was 20/25 OD. Pupils, intraocular pressure, and motility were unremarkable. Anterior segment examination showed mild cataract and dry eye. Posterior pole examination revealed evidence of posterior vitreous detachment and normal optic nerves with 0.2 cup-to-disc ratio in each eye. The retina was flat without evidence of whitening or Hollenhorst plaques. Humphrey visual fields were full. Normal retinal nerve fiber and ganglion cell layer thickness were observed in each eye on optical coherence tomography. Computed tomography of the head revealed no change in orbital lesion size with Valsalva maneuver (Figure, B). What Would You Do Next?",Perform echocardiogram and Holter monitoring,Biopsy orbital mass,Observe,Perform hypercoagulability workup,,C,Observe,JAMA Ophthalmology Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/ophth/936879/m_ecg170030f1.png?Expires=1742322038&Signature=BOumnMNHFiVjiS2WO0ZnrW~CmRwUVzRoH~M5Rix6Uzu6xhMr8cnZoibsxG9nYDbrDnz-BKjn7-oPMNhvFTBfdJ-VwUnE67uudeGjYT--9EoZQcHRoUPW-iyqH6~pgSBNDRDVvBpwfcmWpYG2qC1rIcVKa2hSRK6x-a9bO2L1wN8~NSjVb6JELIVJx8fxr13tJzyc1HYguuZzwNTBKP1Thh1t3RLAD68GD2MaERqb0RT9skfYVKF5I~zHJ~2mlJ1I8oy2qjQkSiMXhEX2AZc8PMkGH6rolyFux76sRddWsyQFKiY62RJC2pieKbJPMbClAwtDe6vh4Qs3XNQumnLfbg__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
744,https://jamanetwork.com/journals/jamaophthalmology/fullarticle/2668282,"A healthy 1-year-old boy had a history of restricted movements of the left eye since birth. He had been diagnosed as having an orbital capillary hemangioma at 3 months of age after orbital magnetic resonance imaging (MRI), which had reportedly revealed an orbital mass with enlarged extraocular muscles. He was treated with oral propranolol with no improvement. On examination, the patient had inferior displacement of the left globe with a severe limitation of supraduction and a mild limitation of horizontal movement in the left eye. He was unable to maintain fixation with the left eye. Results of modified Krimsky testing showed 6 prism diopters (PD) of exotropia and 16 PD of left hypotropia. Retinoscopy disclosed a cycloplegic refraction of +2.00 diopters (D) in the right eye and +6.00 D in the left eye. Thyrotropin, thyroxine, and thyroid-stimulating immunoglobulin levels were all within reference ranges. Repeated MRI with coronal images showed massive enlargement of the superior, inferior, and medial rectus muscles (Figure 1). The medial rectus mass extended nasally to produce bowing of the lamina papyrecea, with no extension into adjacent structures. The enlarged extraocular muscles were hypointense on T1- and T2-weighted sequences. An abnormal curvilinear signal in the intraconal fat was isointense with muscle (Figure 1). A, Coronal T1-weighted magnetic resonance imaging (MRI) of both orbits shows enlarged inferior, medial, and superior rectus muscles with an isointense curvilinear signal in the intraconal fat (arrowhead). B, Axial T1-weighted MRI of both orbits shows an orbital mass incorporating the medial rectus muscle. What Would You Do Next?",Investigate for systemic involvement,Genetic testing for congenital fibrosis of extraocular muscles,Strabismus surgery,Orbital biopsy,,D,Orbital biopsy,JAMA Ophthalmology Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/ophth/936879/m_ecg170033f1.png?Expires=1742322041&Signature=SM7R4J2wn5MpwO5tU7lIqKec8maj3xsTQGWp47TFeXE0sefq7eOu~BmrF3Yy9tV7Xo-bzJ6aVSFyyN8XD70TkgckKiqIPJimCox-0prEGwYElwTxHVlKBEd0pUgjonMeFKnbvGb6USgcKlfVVhemIwNqzUxjZo~U5Z3Itek7H8JdpvU6d9mjPjx5ERMXMvCK8gXbHCfFCAZzP5g1HaOlWyHLb1~ias3Y-gwwy21t51EU0ZzcsY6u47K5oIBQ85gesDChU02EnAZRpxy2stDocSuQbkSPBhdHmMQBCKy56cSgXBt7vmmAUqgp166D89~ZX0Fs7OZz9QbZ5lsRUxlmoQ__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
